ID	Stromal_score	Immune_score	ESTIMATE_score
TCGA-RS-A6TP-01	-1874.85	19.17	-1855.68
TCGA-T2-A6WX-01	-737.18	1721.06	983.89
TCGA-T2-A6WZ-01	-805.9	202.5	-603.4
TCGA-T2-A6X0-01	-750.38	362.12	-388.26
TCGA-T2-A6X2-01	-242.27	624.47	382.19
TCGA-T3-A92M-01	169.36	640.43	809.79
TCGA-T3-A92N-01	-889.77	281.56	-608.21
TCGA-TN-A7HI-01	-540.02	917.06	377.04
TCGA-TN-A7HJ-01	-1227.85	-198.03	-1425.88
TCGA-TN-A7HL-01	-704.81	2294.61	1589.8
TCGA-UF-A718-01	-195.17	194.86	-0.31
TCGA-UF-A719-01	-1499.04	-202.88	-1701.92
TCGA-UF-A71A-06	-969.53	-1058.32	-2027.85
TCGA-UF-A71A-01	-187.16	-599.34	-786.5
TCGA-UF-A71B-01	-269.08	221.51	-47.57
TCGA-UF-A71D-01	-1359.75	-437.07	-1796.83
TCGA-UF-A71E-01	-1161.87	-789.52	-1951.4
TCGA-UF-A7J9-01	601.99	4.77	606.75
TCGA-UF-A7JA-01	-578.42	-552.76	-1131.18
TCGA-UF-A7JC-01	-1193.37	-619.81	-1813.18
TCGA-UF-A7JD-01	556.15	-250.08	306.07
TCGA-UF-A7JF-01	-1219.13	408.33	-810.8
TCGA-UF-A7JH-01	374.84	631	1005.84
TCGA-UF-A7JJ-01	870.58	1485.77	2356.35
TCGA-UF-A7JK-01	-1146.65	-913.51	-2060.16
TCGA-UF-A7JO-01	-287.96	1678.94	1390.98
TCGA-UF-A7JS-01	-440.12	1151.78	711.66
TCGA-UF-A7JT-01	70.11	1708.04	1778.15
TCGA-UF-A7JV-01	-181.47	1061.43	879.97
TCGA-UP-A6WW-01	-530.37	517.56	-12.82
TCGA-WA-A7GZ-01	-863.82	-515.78	-1379.61
TCGA-WA-A7H4-01	-131.14	-81.45	-212.59
